,period_end_date,revenue,gross_profit,rnd,operating_income,eps_diluted,shares_diluted,total_opex,total_current_assets,total_assets,accounts_payable,st_debt,total_current_liabilities,lt_debt,total_liabilities,total_equity,total_liabilities_and_equity,book_value,tangible_book_value,cfo_net_income,cf_cfo,cf_cfi,cf_cff,fcf,roa,roe,roic,roce,rotce,gross_margin,operating_margin,net_income_margin,fcf_margin,assets_to_equity,equity_to_assets,debt_to_equity,debt_to_assets,book_value_per_share,tangible_book_per_share,revenue_per_share,operating_income_per_share,fcf_per_share,revenue_growth,operating_income_growth,net_income_growth,eps_diluted_growth,shares_diluted_growth,total_assets_growth,total_equity_growth,fcf_growth,market_cap,period_end_price,price_to_fcf,price_to_earnings,price_to_book,price_to_tangible_book,price_to_sales,intangible_assets,goodwill,shares_eop,dividends
ADSK,2013-04,570400000,502900000,150800000,81800000,0.24,229300000,421100000,2511100000,4289700000,86100000,0,979800000,745800000,2205200000,2084500000,4289700000,2084500000,1060100000,55600000,224100000,-131700000,-50200000,198300000,0.0521,0.1085,0.0797,0.1026,0.1489,0.8816,0.1434,0.0974,0.3476,2.0579,0.4859,0.3577,0.1738,9.0907,4.6232,2.4875,0.3567,0.8648,-0.0309,-0.1297,-0.2953,-0.2941,-0.0205,0.2932,0.0191,0.5516,8833839740,39.38,15.4114,39.4191,4.2378,8.333,3.8508,128700000,895700000,224323000,0
ADSK,2013-07,561700000,493900000,148900000,85300000,0.27,228300000,408600000,2436500000,4223300000,74400000,0,955900000,746000000,2172200000,2051100000,4223300000,2051100000,1033300000,61700000,65300000,-213800000,-106600000,48500000,0.0519,0.1069,0.0786,0.1003,0.1455,0.8792,0.1518,0.1098,0.0863,2.059,0.4856,0.3637,0.1766,8.9842,4.526,2.4603,0.3736,0.2124,-0.0123,-0.0818,-0.0448,-0.0357,-0.0163,0.251,-0.0001,-0.4634,7891970000,35.39,14.854,35.6779,3.8476,7.6376,3.4507,114600000,903200000,223000000,0
ADSK,2013-10,555200000,488100000,149000000,72500000,0.25,227700000,415600000,2517900000,4321500000,75300000,0,948100000,746200000,2159600000,2161900000,4321500000,2161900000,1139500000,57600000,90600000,-38000000,20700000,78200000,0.0583,0.1183,0.0874,0.0998,0.144,0.8791,0.1305,0.1037,0.1408,1.9989,0.5002,0.3451,0.1726,9.4945,5.0043,2.4382,0.3184,0.3434,0.0131,0.0196,0.9591,0.923,-0.0095,0.2602,0.0713,-0.4438,8961739500,39.9,19.1122,35.9331,4.1453,7.8646,3.9062,100100000,922300000,224605000,0
ADSK,2014-01,586600000,514700000,162400000,58000000,0.23,232600000,456700000,2835000000,4595000000,84500000,0,1071500000,746400000,2333500000,2261500000,4595000000,2261500000,1147300000,53900000,183500000,189500000,9600000,174300000,0.0513,0.1034,0.0773,0.0862,0.125,0.8774,0.0988,0.0918,0.2971,2.0318,0.4921,0.33,0.1624,9.7226,4.9325,2.5219,0.2493,0.7493,-0.0334,-0.3681,-0.2765,-0.2812,0,0.0665,0.1068,0.2112,11618375000,51.25,23.2693,50.7796,5.1374,10.1267,5.1094,104300000,1009900000,226700000,0
ADSK,2014-04,592500000,513800000,170500000,44500000,0.12,231600000,469300000,2590300000,4648600000,90300000,0,1118700000,746600000,2359900000,2288700000,4648600000,2288700000,841200000,28300000,218700000,-421700000,-40300000,204200000,0.0435,0.0885,0.0666,0.0738,0.1159,0.8671,0.0751,0.0477,0.3446,2.0311,0.4923,0.3262,0.1606,9.8821,3.6321,2.5582,0.1921,0.8816,0.0387,-0.4559,-0.491,-0.5,0.01,0.0836,0.0979,0.0297,10923541580,48.02,21.6222,54.2111,4.7728,12.9856,4.7576,184500000,1263000000,227479000,0
ADSK,2014-07,637100000,549200000,179300000,50700000,0.13,232400000,498500000,2450000000,4703400000,92400000,0,1157300000,746800000,2420000000,2283400000,4703400000,2283400000,631400000,31300000,96200000,-308700000,-74400000,79100000,0.0365,0.0748,0.0564,0.0637,0.1135,0.862,0.0795,0.0491,0.1241,2.0598,0.4854,0.327,0.1587,9.8253,2.7168,2.7413,0.2181,0.3403,0.1342,-0.4056,-0.4927,-0.5185,0.0179,0.1136,0.1132,0.6309,12123040600,53.35,22.626,70.8535,5.3092,19.2002,5.1121,204400000,1447600000,227236000,0
ADSK,2014-10,618000000,532000000,183900000,14600000,0.05,231500000,517400000,2458700000,4736800000,99100000,0,1193300000,747000000,2468300000,2268500000,4736800000,2268500000,600600000,10700000,136000000,-47300000,-65000000,107600000,0.0263,0.0545,0.041,0.0473,0.089,0.8608,0.0236,0.0173,0.1741,2.088,0.4789,0.3292,0.1577,9.7991,2.5943,2.6695,0.063,0.4647,0.1131,-0.7986,-0.8142,-0.8,0.0166,0.0961,0.0493,0.3759,13091500800,57.54,23.1625,105.4066,5.7709,21.7973,5.3781,193800000,1474100000,227520000,0
ADSK,2015-01,664600000,575100000,191500000,14000000,0.05,233900000,561100000,2671300000,4909700000,100500000,0,1400100000,743100000,2690500000,2219200000,4909700000,2219200000,591100000,11500000,257700000,-127900000,-60700000,242200000,0.0169,0.0364,0.0273,0.0351,0.0659,0.8653,0.021,0.0173,0.3644,2.2123,0.452,0.3348,0.1513,9.4878,2.5271,2.8413,0.0598,1.0354,0.1329,-0.7586,-0.7866,-0.7826,0.0055,0.0684,-0.0187,0.3895,12260270000,54.01,19.3654,149.881,5.5246,20.7414,4.8802,171900000,1456200000,227000000,0
ADSK,2015-04,646500000,554700000,194500000,21500000,0.08,231700000,533200000,2341000000,4775900000,93100000,0,1270300000,747400000,2551500000,2224400000,4775900000,2224400000,584900000,19100000,86500000,-252900000,-61300000,74000000,0.0149,0.0326,0.0244,0.0287,0.0537,0.858,0.0332,0.0295,0.1144,2.147,0.4657,0.336,0.1564,9.6003,2.5243,2.7902,0.0927,0.3193,0.0911,-0.5168,-0.325,-0.3333,0.0004,0.0273,-0.028,-0.6376,12935701430,56.83,25.7222,178.1777,5.8153,22.116,5.0408,163400000,1476100000,227621000,0
ADSK,2015-07,609500000,516500000,193100000,4300000,-1.18,227000000,512200000,2899800000,5341800000,90800000,0,1313800000,1486200000,3439700000,1902100000,5341800000,1902100000,285200000,-268600000,77200000,-413700000,628800000,59900000,-0.0449,-0.1101,-0.0714,0.0144,0.0254,0.8474,0.007,-0.4406,0.0982,2.8083,0.356,0.7813,0.2782,8.3792,1.2563,2.685,0.0189,0.2638,-0.0433,-0.9151,-9.5814,-10.0769,-0.0232,0.1357,-0.1669,-0.2427,11441145420,50.58,23.6533,-50.3349,6.015,40.1162,4.5068,143100000,1473800000,226199000,0
ADSK,2015-10,599800000,508800000,197900000,-14800000,-0.19,225300000,523600000,2747500000,5220000000,104600000,0,1311200000,1486900000,3486900000,1733100000,5220000000,1733100000,64500000,-43800000,80400000,-89500000,-126200000,68400000,-0.0533,-0.155,-0.0852,0.0062,0.0107,0.8482,-0.0246,-0.073,0.114,3.0119,0.332,0.8579,0.2848,7.6924,0.2862,2.6622,-0.0656,0.3035,-0.0294,-2.0136,-5.0934,-4.8,-0.0267,0.102,-0.236,-0.3643,12435576370,55.19,27.9765,-44.129,7.1753,192.7996,4.9339,153600000,1515000000,225323000,0
ADSK,2016-01,648300000,553400000,204500000,-9700000,-0.15,224500000,563100000,2993100000,5515300000,119900000,0,1591000000,1487700000,3895700000,1619600000,5515300000,1619600000,-62200000,-37200000,169900000,-53400000,-98100000,139300000,-0.0615,-0.1971,-0.1044,0.0003,0.0005,0.8536,-0.0149,-0.0573,0.2148,3.4053,0.2936,0.9185,0.2697,7.2142,-0.277,2.8877,-0.0432,0.6204,-0.0245,-1.6928,-4.2347,-4,-0.0401,0.1233,-0.2701,-0.4248,10506408000,46.82,30.7564,-31.7894,6.487,-168.9133,4.1956,146800000,1535000000,224400000,0
ADSK,2016-04,511900000,419500000,193500000,-97400000,-0.75,224400000,516900000,2629000000,5205600000,107200000,0,1474500000,1488400000,3769700000,1435900000,5205600000,1435900000,-287800000,-167700000,164400000,-230200000,-67200000,142100000,-0.0965,-0.3386,-0.1715,-0.0307,-0.0553,0.8194,-0.1902,-0.3276,0.2775,3.6253,0.2758,1.0365,0.2859,6.3988,-1.2825,2.2811,-0.434,0.6332,-0.2081,-5.5302,-9.7801,-10.375,-0.0315,0.0899,-0.3544,0.9202,13434913980,59.82,32.792,-25.9712,9.3564,-46.6814,5.6699,143200000,1580500000,224589000,0
ADSK,2016-07,550700000,465600000,193000000,-46900000,-0.44,223200000,512500000,2486500000,5047400000,110300000,0,1559600000,1489200000,3715700000,1331700000,5047400000,1331700000,-405800000,-98200000,-18000000,430800000,-168500000,-38300000,-0.0676,-0.2506,-0.1207,-0.0467,-0.0898,0.8454,-0.0851,-0.1783,-0.0695,3.7901,0.2638,1.1182,0.295,5.9663,-1.8181,2.4672,-0.2101,-0.1715,-0.0964,-11.9069,0.6344,0.6271,-0.0167,-0.0551,-0.2998,-1.6393,13191538850,59.45,42.3484,-38.0269,9.9057,-32.5074,5.7088,140100000,1597400000,221893000,0
ADSK,2016-10,489600000,408100000,192600000,-116700000,-0.64,222300000,524800000,2332100000,4829200000,102800000,0,1597600000,1489900000,3768600000,1060600000,4829200000,1060600000,-611300000,-142800000,7700000,85200000,-118600000,-14800000,-0.0902,-0.3727,-0.166,-0.0805,-0.1635,0.8335,-0.2383,-0.2916,-0.0302,4.5532,0.2196,1.4047,0.3085,4.771,-2.7498,2.2024,-0.5249,-0.0665,-0.1837,-6.8851,-2.2602,-2.3684,-0.0133,-0.0748,-0.388,-1.2163,16086347680,72.28,70.4614,-36.0761,15.1672,-26.3149,7.3103,114600000,1557300000,222556000,0
ADSK,2017-01,478800000,395900000,187000000,-158100000,-0.77,220900000,554000000,2460600000,4798100000,93500000,398700000,2185400000,1092000000,4064500000,733600000,4798100000,733600000,-925000000,-173400000,15600000,-13800000,-224000000,4700000,-0.1209,-0.6488,-0.2438,-0.1342,-0.2877,0.8268,-0.3302,-0.3621,0.0098,6.5404,0.1528,2.032,0.3106,3.3209,-4.1874,2.1674,-0.7157,0.0212,-0.2614,-15.2989,-3.6612,-4.1333,-0.016,-0.13,-0.547,-0.9662,17919202000,81.34,191.2401,-30.7837,24.4263,-19.3721,8.8228,97500000,1561100000,220300000,0
ADSK,2017-04,485700000,407500000,187700000,-119900000,-0.59,219900000,527400000,2139700000,4431400000,93400000,399100000,2049600000,1092400000,3923300000,508100000,4431400000,508100000,-1150200000,-129600000,45200000,258500000,-178800000,36600000,-0.1178,-0.8762,-0.2575,-0.1524,-0.3567,0.8389,-0.2468,-0.2668,0.0753,8.7215,0.1146,2.9354,0.3365,2.3105,-5.2305,2.2087,-0.5452,0.1664,-0.0511,-0.231,0.2271,0.2133,-0.02,-0.1487,-0.6461,-0.7424,19845753590,90.07,-1681.8435,-36.4811,39.0587,-17.2541,9.8991,87600000,1570700000,220337000,0
ADSK,2017-07,501800000,427200000,193800000,-107100000,-0.66,219500000,534300000,2083300000,4354000000,93000000,0,1701700000,1584900000,4038500000,315500000,4354000000,315500000,-1343500000,-144000000,-72500000,-57800000,-39200000,-90300000,-0.1342,-1.4322,-0.3024,-0.1847,-0.4743,0.8513,-0.2134,-0.2869,-0.1799,13.8003,0.0724,5.0234,0.364,1.4373,-6.1207,2.2861,-0.4879,-0.4113,-0.0887,-1.2835,-0.4663,-0.5,-0.0165,-0.1373,-0.763,-1.3577,24284281680,110.79,-380.6313,-41.1737,76.9707,-18.0753,12.4159,70400000,1588600000,219192000,0
ADSK,2017-10,515300000,437800000,191800000,-100000000,-0.55,219600000,537800000,1871900000,4152000000,93300000,0,1750000000,1585400000,4044700000,107300000,4152000000,107300000,-1543000000,-119800000,-51100000,58200000,-156200000,-64000000,-0.1332,-2.6811,-0.3154,-0.1919,-0.5559,0.8496,-0.194,-0.2324,-0.1241,38.6952,0.0258,14.7753,0.3818,0.4886,-7.0264,2.3465,-0.4553,-0.2914,0.0524,0.1431,0.161,0.1406,-0.0121,-0.1402,-0.8988,-3.3243,27524564320,124.96,-243.5802,-48.5613,256.5197,-17.8383,13.89,61600000,1588700000,220267000,0
ADSK,2018-01,553800000,480700000,182200000,-88000000,-0.79,218900000,568700000,1877900000,4113600000,94700000,0,2123200000,1586000000,4369600000,-256000000,4113600000,-256000000,-1931400000,-173500000,79300000,247500000,-282400000,67900000,-0.1371,7.6247,-0.375,-0.1889,-0.7781,0.868,-0.1589,-0.3132,0.1226,-16.0687,-0.0622,-6.1953,0.3855,-1.1694,-8.8232,2.5299,-0.402,0.3101,0.1566,0.4433,-0.0005,-0.0259,-0.009,-0.1426,-1.3489,13.4468,25239846000,115.62,-506.8242,-44.5225,-98.5931,-13.0681,12.2726,55200000,1620200000,218300000,0
ADSK,2018-04,559900000,493100000,172800000,-32800000,-0.38,218600000,525900000,1698000000,3911400000,103500000,0,1852600000,1586600000,4040000000,-128600000,3911400000,-128600000,-1780400000,-82400000,-16900000,47600000,-11700000,-33600000,-0.1295,2.7025,-0.3728,-0.1619,-0.9083,0.8806,-0.0585,-0.1471,-0.06,-30.4152,-0.0328,-12.3374,0.4056,-0.5882,-8.1445,2.5612,-0.15,-0.1537,0.1527,0.7264,0.3641,0.3559,-0.0059,-0.1173,-1.253,-1.918,27585823100,125.9,-229.8818,-53.0802,-214.5087,-15.4941,12.9462,46900000,1604900000,219109000,0
ADSK,2018-07,611700000,541900000,180800000,-10900000,-0.18,219000000,552800000,1598800000,3833000000,82200000,0,1915100000,1587200000,4074600000,-241600000,3833000000,-241600000,-1958200000,-39400000,43300000,-87900000,-145600000,23300000,-0.1072,2.2425,-0.2961,-0.1165,-0.7617,0.8858,-0.0178,-0.0644,0.038,-15.865,-0.063,-6.5695,0.414,-1.1031,-8.9415,2.7931,-0.0497,0.1063,0.219,0.8982,0.7263,0.7272,-0.0022,-0.1196,-1.7657,1.258,28207735920,128.44,-4407.4587,-67.954,-116.7538,-14.4049,12.5888,57900000,1658700000,219618000,0
ADSK,2018-10,660900000,588600000,181000000,18400000,-0.11,218900000,570200000,1590000000,3774400000,88600000,0,1985500000,1587800000,4112700000,-338300000,3774400000,-338300000,-2033000000,-23700000,39200000,80000000,-134600000,26500000,-0.0838,1.1001,-0.2458,-0.0611,-0.7668,0.8906,0.0278,-0.0358,0.04,-11.1569,-0.0896,-4.6934,0.4206,-1.5454,-9.2873,3.0191,0.084,0.121,0.2825,1.184,0.8021,0.8,-0.0031,-0.0909,-4.1528,1.414,28318675000,129.25,336.7262,-88.7732,-83.7087,-13.9295,11.8671,49400000,1645300000,219100000,0
ADSK,2019-01,737300000,660300000,190400000,42200000,0.29,219500000,618100000,1620000000,4729200000,101600000,0,2301200000,2087700000,4940100000,-210900000,4729200000,-210900000,-2942500000,64700000,311500000,-750100000,443800000,293900000,-0.019,0.2942,-0.0516,0.008,-0.1614,0.8955,0.0572,0.0877,0.3986,-22.4238,-0.0445,-9.899,0.4414,-0.9608,-13.4054,3.3589,0.1922,1.3389,0.3313,1.4795,1.3729,1.367,0.0027,0.1496,0.1761,3.3284,32295680000,147.2,104.146,-399.699,-153.1326,-10.9755,12.5673,280800000,2450800000,219400000,0
ADSK,2019-04,735500000,652800000,205600000,25000000,-0.11,219600000,627800000,1422300000,4808500000,98000000,0,2220700000,1963300000,5053800000,-245300000,4808500000,-245300000,-2953300000,-24200000,221200000,-29200000,-192400000,206500000,-0.0047,0.099,-0.0117,0.0297,-0.3525,0.8875,0.0339,-0.0329,0.2807,-19.6025,-0.051,-9.0864,0.4635,-1.117,-13.4485,3.3492,0.1138,0.9403,0.3136,1.7621,0.7063,0.7105,0.0045,0.2293,-0.9074,7.1458,39134916000,178.21,71.1285,-1731.6334,-159.5389,-13.2512,14.2547,261800000,2446200000,219600000,0
ADSK,2019-07,796800000,717300000,215400000,74000000,0.18,222400000,643300000,1515500000,4872700000,93000000,449200000,2707300000,1389800000,5067000000,-194300000,4872700000,-194300000,-2869300000,40200000,219300000,-3300000,-173700000,204500000,0.0117,-0.2593,0.0293,0.0613,-1.7674,0.9002,0.0928,0.0504,0.2566,-25.0782,-0.0398,-10.7931,0.4303,-0.8736,-12.9015,3.5827,0.3327,0.9195,0.3025,7.7889,2.0203,2,0.0155,0.2712,0.1957,7.7768,34279315000,156.17,46.868,601.3914,-176.4246,-11.9469,11.6974,243200000,2431800000,219500000,0
ADSK,2019-10,842700000,763200000,213000000,110700000,0.3,221900000,652500000,1706800000,5036600000,106100000,449400000,2840200000,1290300000,5208100000,-171500000,5036600000,-171500000,-2840300000,66700000,276400000,-10200000,-233900000,266700000,0.0297,-0.8059,0.0794,0.0957,-6.0407,0.9056,0.1313,0.0791,0.3164,-29.3679,-0.034,-11.5422,0.393,-0.7728,-12.7999,3.7976,0.4988,1.2018,0.275,5.0163,3.8143,3.7272,0.0137,0.3344,0.493,9.0641,32419200000,147.36,33.3668,219.9402,-189.0332,-11.414,10.4164,225200000,2443600000,220000000,0
ADSK,2020-01,899300000,816100000,217100000,133800000,0.59,223700000,682300000,2659300000,6179300000,83700000,449700000,3219200000,1635100000,6318400000,-139100000,6179300000,-139100000,-2791200000,131800000,698200000,-14600000,133200000,684200000,0.0382,-1.3811,0.1029,0.1134,0.935,0.9074,0.1487,0.1465,0.7608,-44.4234,-0.0225,-17.9475,0.404,-0.6218,-12.4774,4.0201,0.5981,3.0585,0.2197,2.1706,1.037,1.0344,0.0191,0.3066,0.3404,1.328,43188890000,196.85,31.7122,201.3468,-310.488,-15.4732,13.1902,207100000,2445000000,219400000,0
ADSK,2020-04,885700000,803800000,217400000,130600000,0.3,221300000,673200000,2024300000,5543900000,85200000,0,2578300000,1635600000,5683000000,-139100000,5543900000,-139100000,-2762700000,66500000,327300000,-78000000,-630200000,303800000,0.052,-2.1941,0.1434,0.1408,0.8167,0.9075,0.1474,0.075,0.343,-39.8554,-0.025,-14.6484,0.3675,-0.6285,-12.4839,4.0022,0.5901,1.3727,0.2042,4.224,3.7479,3.7272,0.0077,0.1529,0.4329,0.4711,41018896000,187.13,28.1105,134.4,-294.8878,-14.8473,11.978,193400000,2430200000,219200000,0
ADSK,2020-07,913100000,832200000,232500000,146100000,0.44,222200000,686100000,2203900000,5747300000,99200000,0,2619600000,1636100000,5680000000,67300000,5747300000,67300000,-2569900000,98200000,91200000,-33800000,-12400000,63200000,0.0643,-10.1169,0.1818,0.171,1.2521,0.9114,0.16,0.1075,0.0692,85.3982,0.0117,30.1545,0.3531,0.3028,-11.5657,4.1093,0.6575,0.2844,0.1459,0.9743,1.4427,1.4444,-0.0008,0.1794,1.3463,-0.6909,51849099000,236.43,39.3422,142.7563,770.4175,-20.1755,14.6433,178100000,2459100000,219300000,0
ADSK,2020-10,952400000,868700000,233000000,168000000,0.59,222300000,700700000,2339800000,5944500000,121300000,0,2811600000,1636600000,5875200000,69300000,5944500000,69300000,-2693800000,132200000,361100000,-64900000,-201400000,340200000,0.0733,6.2767,0.2041,0.1848,1.3448,0.9121,0.1763,0.1388,0.3572,85.7792,0.0116,29.3621,0.3422,0.3117,-12.1178,4.2843,0.7557,1.5303,0.1301,0.5176,0.982,0.9666,0.0018,0.1802,1.404,0.2755,51748138000,235.54,37.1914,120.7094,746.7263,-19.21,14.1756,278900000,2484200000,219700000,0
ADSK,2021-01,1039200000,948600000,249600000,184400000,4.1,222100000,764200000,2699200000,7279800000,122500000,0,3254700000,1637200000,6314300000,965500000,7279800000,965500000,-1940300000,911300000,657600000,-227200000,-202800000,634100000,0.1827,2.3351,0.4735,0.1757,0.8449,0.9128,0.1774,0.8769,0.6101,7.5399,0.1326,2.1058,0.2792,4.3471,-8.7361,4.6789,0.8302,2.855,0.1555,0.3781,5.9142,5.9491,-0.0071,0.178,7.941,-0.0732,60923628000,277.43,45.4213,50.4251,63.1005,-31.399,16.0731,199300000,2706500000,219600000,0
ADSK,2021-04,989300000,896500000,265500000,133800000,0.7,222000000,762700000,1505400000,7298300000,124000000,0,3130100000,1637900000,6169900000,1128400000,7298300000,1128400000,-2529500000,155600000,336100000,-1040400000,-142100000,314900000,0.1779,1.2391,0.4224,0.1543,0.776,0.9061,0.1352,0.1572,0.3183,6.4678,0.1546,1.7858,0.2761,5.0828,-11.3941,4.4563,0.6027,1.4184,0.1169,0.0245,1.3398,1.3333,0.0031,0.3164,9.1121,0.0365,64220200000,291.91,47.486,49.5029,56.9126,-25.3884,16.492,173900000,3484000000,220000000,0
ADSK,2021-07,1059700000,954300000,276900000,148100000,0.52,222500000,806200000,1546000000,7420600000,108400000,0,3087400000,1638400000,6092800000,1327800000,7420600000,1327800000,-2745700000,115600000,202000000,-146000000,-53800000,179400000,0.1786,1.0705,0.4064,0.1492,1.6475,0.9005,0.1397,0.109,0.1692,5.5886,0.1789,1.5042,0.2691,5.9676,-12.3402,4.7626,0.6656,0.8062,0.1605,0.0136,0.1771,0.1818,0.0013,0.2911,18.7295,1.8386,70616487000,321.13,48.0842,53.713,53.183,-25.7189,17.4767,511300000,3562200000,219900000,0
ADSK,2021-10,1125800000,1018700000,282100000,193300000,0.61,222500000,825400000,2654800000,8531000000,133600000,0,3281500000,2626800000,7251100000,1279900000,8531000000,1279900000,-2797500000,136700000,270400000,-112600000,669200000,255100000,0.1654,1.0117,0.3487,0.1376,0.9213,0.9048,0.1717,0.1214,0.2265,6.6653,0.15,2.3125,0.3469,5.7523,-12.573,5.0597,0.8687,1.1465,0.182,0.1505,0.034,0.0338,0.0008,0.4351,17.4689,-0.2501,69937722000,317.61,50.5512,53.0152,54.6431,-25,16.5965,498200000,3579200000,220200000,0
ADSK,2022-01,1211600000,1098400000,290300000,142400000,0.4,221200000,956000000,2763800000,8606800000,120800000,349700000,4009400000,2277900000,7757700000,849100000,8606800000,849100000,-3248500000,89100000,722800000,-295600000,-641900000,715400000,0.058,0.4668,0.1232,0.1211,0.611,0.9065,0.1175,0.0735,0.5904,10.1363,0.0986,3.5018,0.3454,3.8386,-14.6858,5.4773,0.6437,3.2341,0.1658,-0.2277,-0.9022,-0.9024,-0.004,0.1822,-0.1205,0.1282,54947055670,249.79,37.5116,110.5574,64.7121,-16.9145,12.5266,493800000,3603800000,219973000,0
